water_year,month,day,calendar_year,hour,sme2_dpt_C,smf1_dpt_C,smg1_dpt_C,smg2_dpt_C,smm1_dpt_C,smm2_dpt_C
2008,10,01,2007,00,-2.1,-0.8,-0.7,-1.2,-0.4,-1.0
2008,10,01,2007,01,-0.8,-0.1, 0.0,-0.3, 0.1,-0.3
2008,10,01,2007,02,-0.7,-0.2,-0.2,-0.5,-0.1,-0.4
2008,10,01,2007,03,-1.0,-0.5,-0.6,-0.8,-0.5,-0.8
2008,10,01,2007,04,-0.6,-0.3,-0.2,-0.5,-0.1,-0.4
2008,10,01,2007,05, 1.4, 1.8, 1.8, 1.5, 1.9, 1.7
2008,10,01,2007,06, 2.9, 3.8, 3.7, 3.4, 3.7, 3.3
2008,10,01,2007,07, 1.9, 3.2, 3.2, 2.7, 2.9, 2.5
2008,10,01,2007,08, 0.9, 2.1, 2.1, 1.7, 1.9, 1.5
2008,10,01,2007,09, 0.4, 1.6, 1.3, 1.0, 1.5, 1.0
2008,10,01,2007,10, 0.6, 1.8, 1.5, 1.3, 1.7, 1.2
2008,10,01,2007,11, 1.5, 2.9, 2.6, 2.3, 2.6, 2.1
2008,10,01,2007,12, 2.1, 3.5, 3.3, 3.0, 3.1, 2.6
2008,10,01,2007,13, 1.6, 2.8, 2.4, 2.2, 2.4, 2.0
2008,10,01,2007,14, 1.4, 2.8, 2.3, 1.9, 2.2, 1.8
2008,10,01,2007,15, 2.1, 3.2, 2.8, 2.4, 2.8, 2.3
2008,10,01,2007,16, 2.2, 3.2, 3.1, 2.5, 2.9, 2.5
2008,10,01,2007,17,-0.8, 0.1,-0.5,-0.9,-0.1,-0.5
2008,10,01,2007,18,-1.4,-0.0,-0.7,-1.2,-0.6,-1.1
2008,10,01,2007,19,-2.3, 0.5,-0.1,-1.4,-0.3,-1.5
2008,10,01,2007,20,-2.6,-0.4,-0.7,-1.9,-0.8,-2.0
2008,10,01,2007,21,-2.7,-0.9,-1.2,-2.0,-1.4,-2.3
2008,10,01,2007,22,-2.9,-1.2,-1.9,-1.9,-1.9,-2.3
2008,10,01,2007,23,-3.0,-1.4,-2.0,-2.1,-2.3,-2.4
2008,10,02,2007,00,-3.0,-1.7,-2.1,-2.4,-2.6,-2.4
2008,10,02,2007,01,-2.6,-1.9,-2.4,-2.5,-2.8,-2.5
2008,10,02,2007,02,-2.5,-2.1,-2.1,-2.2,-3.0,-2.2
2008,10,02,2007,03,-2.4,-2.2,-1.9,-2.0,-3.0,-2.2
2008,10,02,2007,04,-2.8,-2.1,-2.3,-2.0,-3.0,-2.4
2008,10,02,2007,05,-2.8,-2.1,-2.4,-2.2,-3.1,-2.4
2008,10,02,2007,06,-2.9,-1.8,-2.2,-2.2,-2.8,-2.4
2008,10,02,2007,07,-3.1,-0.5,-1.1,-2.5,-1.9,-2.5
2008,10,02,2007,08,-2.9, 0.2,-0.8,-2.3, 0.2,-2.2
2008,10,02,2007,09,-2.4,-0.7,-0.8,-2.0,-0.5,-1.9
2008,10,02,2007,10,-1.8,-1.2,-1.0,-1.7,-1.6,-1.9
2008,10,02,2007,11,-1.1,-0.4,-0.3,-0.8,-0.7,-0.9
2008,10,02,2007,12,-0.7,-0.5,-0.6,-0.9,-0.6,-0.8
2008,10,02,2007,13,-1.1,-1.0,-1.1,-1.3,-0.9,-1.1
2008,10,02,2007,14,-1.7,-1.8,-1.9,-2.2,-2.0,-2.0
2008,10,02,2007,15,-2.2,-2.1,-2.1,-2.5,-2.4,-2.3
2008,10,02,2007,16,-2.2,-1.6,-1.9,-2.1,-1.9,-2.1
2008,10,02,2007,17,-1.0,-0.0,-0.6,-0.9,-0.6,-0.9
2008,10,02,2007,18,-0.3, 0.7, 0.1,-0.5, 0.4,-0.3
2008,10,02,2007,19,-0.5, 1.8, 1.6,-0.3, 1.6,-0.4
2008,10,02,2007,20,-0.7, 0.9,-0.0,-0.6, 0.9,-0.6
2008,10,02,2007,21,-0.6, 0.7, 0.1,-0.4, 0.9,-0.5
2008,10,02,2007,22,-0.4, 1.1, 0.6,-0.3, 0.7,-0.3
2008,10,02,2007,23,-0.2, 1.4, 1.2,-0.1, 1.1,-0.1
2008,10,03,2007,00,-0.2, 1.6, 1.1,-0.0, 1.7,-0.1
2008,10,03,2007,01, 0.0, 2.3, 1.2, 0.2, 1.9, 0.1
2008,10,03,2007,02, 0.2, 2.3, 1.1, 0.3, 2.1, 0.3
2008,10,03,2007,03, 0.4, 2.2, 1.3, 0.5, 2.1, 0.5
2008,10,03,2007,04, 0.6, 2.5, 1.8, 0.7, 2.2, 0.7
2008,10,03,2007,05,-0.5, 1.2, 0.9,-0.1, 0.5,-0.4
2008,10,03,2007,06,-2.5,-1.8,-1.7,-2.4,-1.8,-2.4
2008,10,03,2007,07,-2.9,-2.5,-2.5,-3.0,-2.3,-2.9
2008,10,03,2007,08,-2.6,-2.1,-2.1,-2.6,-1.9,-2.5
2008,10,03,2007,09,-2.4,-1.9,-1.8,-2.3,-1.8,-2.1
2008,10,03,2007,10, 0.5, 1.0, 1.1, 0.6, 1.4, 0.7
2008,10,03,2007,11, 1.2, 1.9, 1.9, 1.6, 2.3, 1.6
2008,10,03,2007,12, 0.7, 1.1, 1.3, 0.9, 1.4, 0.6
2008,10,03,2007,13, 0.7, 1.2, 1.2, 0.9, 1.3, 0.8
2008,10,03,2007,14, 1.0, 1.4, 1.5, 1.1, 1.5, 1.1
2008,10,03,2007,15, 0.7, 1.0, 1.1, 0.8, 1.0, 0.7
2008,10,03,2007,16, 0.1, 0.3, 0.4, 0.1, 0.5, 0.2
2008,10,03,2007,17, 0.5, 0.6, 0.6, 0.4, 1.0, 0.6
2008,10,03,2007,18, 0.3, 0.9, 0.9, 0.6, 1.1, 0.8
2008,10,03,2007,19,-0.2, 1.1, 1.0, 0.2, 1.2, 0.4
2008,10,03,2007,20,-1.5, 0.5, 0.6,-0.8, 0.7,-0.8
2008,10,03,2007,21,-2.6,-0.5,-0.5,-2.1,-0.8,-2.2
2008,10,03,2007,22,-3.2,-0.6,-0.1,-2.4,-1.1,-2.9
2008,10,03,2007,23,-2.9,-0.7,-0.1,-2.3,-1.1,-2.4
2008,10,04,2007,00,-3.3,-0.8,-0.4,-2.5,-1.1,-2.6
2008,10,04,2007,01,-2.7,-1.0,-0.8,-2.5,-1.3,-2.5
2008,10,04,2007,02,-1.9,-0.8,-0.7,-2.0,-1.0,-1.7
2008,10,04,2007,03,-1.8,-1.0,-1.0,-1.5,-1.1,-1.6
2008,10,04,2007,04,-1.7,-1.6,-1.6,-1.3,-2.0,-1.5
2008,10,04,2007,05,-1.9,-1.2,-1.0,-1.4,-1.6,-1.4
2008,10,04,2007,06,-2.1,-0.6,-0.9,-1.5,-1.1,-1.7
2008,10,04,2007,07,-1.5,-0.2,-0.6,-1.1,-0.3,-1.1
2008,10,04,2007,08,-1.2,-0.1,-0.4,-0.8, 0.1,-0.9
2008,10,04,2007,09,-1.2,-0.6,-0.5,-0.8,-0.7,-0.9
2008,10,04,2007,10,-0.8,-0.4,-0.2,-0.6,-0.8,-0.7
2008,10,04,2007,11, 0.4, 1.1, 1.0, 0.7, 1.0, 0.7
2008,10,04,2007,12, 0.6, 1.0, 1.1, 0.6, 1.0, 0.7
2008,10,04,2007,13,-0.1, 0.4, 0.4,-0.0, 0.5,-0.1
2008,10,04,2007,14,-0.8,-0.2,-0.3,-0.5,-0.4,-0.6
2008,10,04,2007,15,-1.1,-0.7,-0.7,-0.9,-0.7,-1.0
2008,10,04,2007,16,-1.5,-0.9,-1.0,-1.3,-0.8,-1.2
2008,10,04,2007,17,-2.9,-1.7,-1.8,-2.2,-1.6,-2.1
2008,10,04,2007,18,-2.7,-0.8,-0.5,-2.1,-0.8,-2.6
2008,10,04,2007,19,-3.5,-0.2, 0.1,-1.4,-0.3,-3.1
2008,10,04,2007,20,-3.6,-2.1,-2.4,-3.1,-1.9,-3.5
2008,10,04,2007,21,-3.3,-2.4,-2.1,-2.8,-2.5,-2.9
2008,10,04,2007,22,-3.1,-1.7,-2.3,-2.6,-1.6,-2.7
2008,10,04,2007,23,-3.3,-1.6,-1.8,-2.6,-1.6,-2.7
2008,10,05,2007,00,-3.1,-2.3,-2.1,-2.3,-2.6,-2.5
2008,10,05,2007,01,-2.4,-2.3,-2.2,-2.2,-2.9,-2.1
2008,10,05,2007,02,-3.0,-2.8,-3.0,-2.3,-3.1,-2.5
2008,10,05,2007,03,-2.4,-3.2,-3.4,-1.8,-3.5,-1.7
2008,10,05,2007,04,-2.2,-2.6,-3.0,-1.8,-2.9,-1.6
2008,10,05,2007,05,-2.4,-2.3,-2.6,-2.0,-2.5,-1.9
2008,10,05,2007,06,-2.3,-1.9,-2.0,-1.9,-2.2,-1.9
2008,10,05,2007,07,-2.1,-1.5,-1.6,-1.7,-1.6,-1.8
2008,10,05,2007,08,-1.8,-0.9,-0.9,-1.1,-1.1,-1.4
2008,10,05,2007,09,-2.0,-1.3,-1.4,-1.4,-1.4,-1.6
2008,10,05,2007,10,-2.3,-1.6,-1.8,-1.8,-1.6,-1.8
2008,10,05,2007,11,-2.1,-1.7,-1.9,-1.9,-1.6,-1.8
2008,10,05,2007,12,-1.9,-1.4,-1.6,-1.7,-1.3,-1.6
2008,10,05,2007,13,-2.3,-1.7,-1.9,-2.0,-1.7,-2.1
2008,10,05,2007,14,-3.1,-2.6,-2.9,-3.0,-2.6,-2.9
2008,10,05,2007,15,-4.0,-3.5,-3.6,-3.8,-3.4,-3.6
2008,10,05,2007,16,-4.6,-4.2,-4.2,-4.5,-4.0,-4.3
2008,10,05,2007,17,-4.7,-4.0,-4.2,-4.4,-4.0,-4.2
2008,10,05,2007,18,-4.5,-3.8,-4.0,-4.1,-3.8,-4.0
2008,10,05,2007,19,-4.1,-3.6,-3.9,-3.9,-3.6,-3.8
2008,10,05,2007,20,-3.3,-2.8,-3.1,-3.0,-2.9,-3.0
2008,10,05,2007,21,-3.4,-2.8,-3.0,-3.0,-2.8,-3.0
2008,10,05,2007,22,-3.8,-3.1,-3.3,-3.3,-3.1,-3.4
2008,10,05,2007,23,-4.1,-3.5,-3.7,-3.7,-3.6,-3.8
2008,10,06,2007,00,-4.4,-3.7,-4.0,-3.9,-3.8,-4.0
2008,10,06,2007,01,-4.6,-4.0,-4.4,-4.3,-4.2,-4.3
2008,10,06,2007,02,-4.7,-4.6,-4.7,-4.6,-4.3,-4.5
2008,10,06,2007,03,-4.8,-4.4,-5.0,-4.5,-4.4,-4.5
2008,10,06,2007,04,-4.9,-4.8,-5.2,-4.7,-4.5,-4.6
2008,10,06,2007,05,-4.9,-4.3,-4.8,-4.5,-4.5,-4.6
2008,10,06,2007,06,-4.9,-4.4,-5.3,-4.5,-4.4,-4.6
2008,10,06,2007,07,-5.0,-4.6,-4.7,-4.6,-4.7,-4.7
2008,10,06,2007,08,-4.4,-3.9,-3.9,-4.0,-3.8,-4.2
2008,10,06,2007,09,-3.9,-3.0,-3.2,-3.3,-3.1,-3.7
2008,10,06,2007,10,-3.3,-2.5,-2.7,-2.8,-2.5,-3.0
2008,10,06,2007,11,-2.8,-2.0,-2.2,-2.4,-2.1,-2.5
2008,10,06,2007,12,-3.6,-2.9,-3.0,-3.2,-2.9,-3.3
2008,10,06,2007,13,-4.7,-4.3,-4.5,-4.6,-4.4,-4.8
2008,10,06,2007,14,-6.0,-5.7,-5.9,-6.0,-5.5,-5.8
2008,10,06,2007,15,-7.1,-6.8,-7.0,-7.2,-6.6,-6.9
2008,10,06,2007,16,-7.6,-7.2,-7.3,-7.6,-7.1,-7.3
2008,10,06,2007,17,-8.2,-7.8,-7.6,-8.2,-7.5,-7.9
2008,10,06,2007,18,-7.1,-6.4,-6.6,-7.0,-6.5,-6.7
2008,10,06,2007,19,-6.2,-5.3,-5.0,-5.9,-5.2,-5.9
2008,10,06,2007,20,-5.7,-4.9,-4.7,-5.5,-5.1,-5.4
2008,10,06,2007,21,-5.2,-3.7,-3.5,-5.1,-3.8,-5.1
2008,10,06,2007,22,-5.0,-3.5,-3.5,-5.0,-3.9,-4.9
2008,10,06,2007,23,-4.4,-3.9,-4.3,-4.7,-4.5,-4.4
2008,10,07,2007,00,-4.3,-4.2,-4.5,-4.6,-4.5,-4.5
2008,10,07,2007,01,-4.3,-4.0,-4.3,-4.5,-4.3,-4.1
2008,10,07,2007,02,-3.1,-3.9,-4.2,-4.0,-4.3,-3.5
2008,10,07,2007,03,-1.4,-3.1,-3.4,-2.5,-3.1,-1.9
2008,10,07,2007,04,-0.9,-2.4,-2.8,-2.1,-2.0,-1.8
2008,10,07,2007,05,-2.1,-1.5,-1.9,-2.3,-2.0,-2.1
2008,10,07,2007,06,-0.3,-1.3,-1.5,-2.4,-1.7,-1.1
2008,10,07,2007,07,-0.9,-1.1,-1.2,-2.2,-1.2,-1.9
2008,10,07,2007,08,-0.4,-0.3,-0.1,-0.8,-0.8,-0.1
2008,10,07,2007,09, 0.4, 0.1,-0.1,-0.1,-0.2, 0.3
2008,10,07,2007,10, 1.0, 1.3, 1.2, 1.0, 1.4, 0.8
2008,10,07,2007,11, 1.6, 2.0, 1.8, 1.6, 2.1, 1.5
2008,10,07,2007,12, 2.0, 2.2, 2.2, 2.0, 2.5, 1.9
2008,10,07,2007,13, 1.8, 2.0, 2.0, 1.7, 2.1, 1.7
2008,10,07,2007,14, 1.5, 1.7, 1.6, 1.5, 1.8, 1.6
2008,10,07,2007,15, 0.8, 0.8, 0.9, 0.6, 1.2, 1.0
2008,10,07,2007,16, 0.9, 1.1, 1.1, 1.0, 1.2, 1.1
2008,10,07,2007,17, 1.3, 1.7, 1.6, 1.4, 1.6, 1.4
2008,10,07,2007,18, 0.5, 1.6, 1.3,-0.1, 1.8, 0.4
2008,10,07,2007,19,-1.6, 0.2, 0.3,-1.0, 0.1,-1.5
2008,10,07,2007,20,-2.5,-0.4,-0.3,-1.6,-0.6,-2.2
2008,10,07,2007,21,-2.9,-0.7,-0.7,-2.1,-1.1,-2.5
2008,10,07,2007,22,-2.2,-0.8,-0.8,-2.1,-1.3,-1.9
2008,10,07,2007,23,-1.9,-0.7,-0.9,-1.5,-1.4,-1.5
2008,10,08,2007,00,-1.9,-0.7,-0.8,-1.4,-1.2,-1.6
2008,10,08,2007,01,-2.4,-0.8,-1.0,-1.8,-1.4,-2.0
2008,10,08,2007,02,-2.4,-1.1,-1.4,-2.0,-1.7,-2.2
2008,10,08,2007,03,-2.7,-1.3,-1.6,-2.3,-2.0,-2.6
2008,10,08,2007,04,-3.2,-1.6,-2.0,-2.8,-2.3,-3.1
2008,10,08,2007,05,-3.6,-1.8,-2.6,-3.1,-2.5,-3.5
2008,10,08,2007,06,-3.7,-1.7,-2.8,-3.4,-2.5,-3.5
2008,10,08,2007,07,-3.6,-1.9,-2.9,-3.3,-2.5,-3.5
2008,10,08,2007,08,-3.2,-1.6,-2.6,-3.0,-1.5,-3.1
2008,10,08,2007,09,-2.9,-2.2,-2.5,-2.9,-2.2,-2.9
2008,10,08,2007,10,-3.3,-2.7,-2.6,-3.1,-2.6,-3.0
2008,10,08,2007,11,-3.5,-2.8,-2.5,-3.1,-2.9,-3.3
2008,10,08,2007,12,-4.5,-3.7,-3.5,-4.1,-3.8,-4.2
2008,10,08,2007,13,-4.2,-3.9,-3.9,-4.2,-3.9,-4.2
2008,10,08,2007,14,-4.4,-3.9,-3.9,-4.3,-3.8,-4.1
2008,10,08,2007,15,-5.2,-4.8,-4.7,-5.2,-4.6,-4.8
2008,10,08,2007,16,-5.3,-4.9,-5.0,-5.3,-4.6,-5.0
2008,10,08,2007,17,-6.3,-5.2,-5.4,-6.3,-5.4,-5.8
2008,10,08,2007,18,-6.8,-3.2,-3.8,-6.6,-4.1,-6.3
2008,10,08,2007,19,-6.7,-2.9,-3.1,-6.2,-3.8,-6.3
2008,10,08,2007,20,-5.3,-3.2,-3.8,-4.8,-3.4,-4.8
2008,10,08,2007,21,-3.9,-1.8,-2.7,-3.0,-2.6,-3.3
2008,10,08,2007,22,-4.7,-1.9,-3.5,-3.9,-2.5,-4.3
2008,10,08,2007,23,-5.6,-2.4,-4.2,-4.9,-3.0,-5.2
2008,10,09,2007,00,-5.7,-3.0,-4.6,-5.2,-3.5,-5.3
2008,10,09,2007,01,-5.5,-3.9,-5.0,-5.3,-4.7,-5.2
2008,10,09,2007,02,-4.7,-3.9,-4.0,-4.4,-3.4,-4.4
2008,10,09,2007,03,-4.1,-3.6,-3.6,-3.9,-3.1,-3.8
2008,10,09,2007,04,-4.1,-3.5,-3.5,-3.9,-3.2,-3.8
2008,10,09,2007,05,-4.1,-3.5,-3.4,-3.7,-3.2,-3.7
2008,10,09,2007,06,-4.6,-3.6,-3.8,-4.1,-3.6,-4.2
2008,10,09,2007,07,-4.9,-4.3,-4.2,-4.6,-4.3,-4.6
2008,10,09,2007,08,-5.1,-4.5,-4.1,-4.5,-4.2,-4.5
2008,10,09,2007,09,-5.2,-4.5,-4.3,-5.0,-4.4,-4.7
2008,10,09,2007,10,-5.2,-4.6,-4.4,-5.1,-4.6,-5.0
2008,10,09,2007,11,-5.6,-5.4,-5.3,-5.7,-5.2,-5.4
2008,10,09,2007,12,-6.1,-6.2,-6.2,-6.6,-5.9,-6.2
2008,10,09,2007,13,-8.0,-7.1,-7.0,-7.8,-7.0,-7.7
2008,10,09,2007,14,-8.4,-7.7,-7.5,-8.4,-7.5,-8.3
2008,10,09,2007,15,-8.4,-7.8,-7.7,-8.4,-7.7,-8.2
2008,10,09,2007,16,-9.1,-8.7,-8.3,-9.1,-8.2,-9.0
2008,10,09,2007,17,-8.9,-8.4,-8.3,-9.0,-8.1,-8.9
2008,10,09,2007,18,-10.0,-6.1,-6.8,-9.7,-6.8,-9.7
2008,10,09,2007,19,-10.3,-5.5,-5.9,-10.0,-6.2,-9.6
2008,10,09,2007,20,-9.8,-5.3,-4.7,-9.3,-6.0,-9.4
2008,10,09,2007,21,-9.2,-4.8,-5.4,-8.4,-5.6,-8.8
2008,10,09,2007,22,-8.8,-4.5,-6.9,-7.9,-5.2,-8.6
2008,10,09,2007,23,-8.4,-7.4,-7.7,-8.1,-7.0,-8.2
2008,10,10,2007,00,-8.7,-8.1,-7.9,-8.4,-7.7,-8.2
2008,10,10,2007,01,-8.8,-8.5,-7.9,-8.6,-7.8,-8.2
2008,10,10,2007,02,-9.1,-8.8,-8.4,-9.0,-8.1,-8.7
2008,10,10,2007,03,-9.4,-7.0,-7.5,-9.2,-6.8,-9.0
2008,10,10,2007,04,-9.0,-5.5,-5.9,-8.7,-5.3,-8.6
2008,10,10,2007,05,-8.3,-5.2,-4.6,-8.0,-5.4,-8.1
2008,10,10,2007,06,-7.6,-4.6,-4.2,-7.4,-4.8,-7.3
2008,10,10,2007,07,-7.5,-4.0,-4.5,-7.3,-4.5,-7.2
2008,10,10,2007,08,-7.2,-5.8,-6.3,-7.0,-5.4,-6.6
2008,10,10,2007,09,-5.8,-5.3,-5.3,-5.8,-4.9,-5.5
2008,10,10,2007,10,-3.9,-3.5,-3.3,-3.6,-3.1,-3.5
2008,10,10,2007,11,-1.8,-1.6,-1.6,-1.7,-1.2,-1.6
2008,10,10,2007,12, 0.5, 1.5, 1.4, 1.2, 1.1, 1.0
2008,10,10,2007,13, 0.5, 2.1, 1.8, 1.1, 1.9, 0.9
2008,10,10,2007,14, 1.5, 2.5, 2.4, 2.1, 2.3, 1.9
2008,10,10,2007,15, 1.4, 2.3, 1.9, 1.7, 2.3, 1.8
2008,10,10,2007,16,-0.1, 0.8, 0.6, 0.2, 1.1, 0.4
2008,10,10,2007,17,-0.0, 0.4, 0.1, 0.0, 0.8, 0.4
2008,10,10,2007,18,-0.5, 1.0, 1.0, 0.2, 0.8, 0.1
2008,10,10,2007,19,-1.3, 0.2, 0.0,-0.4,-0.1,-0.5
2008,10,10,2007,20,-1.5,-0.8,-0.8,-0.8,-1.0,-0.9
2008,10,10,2007,21,-1.5,-1.0,-0.7,-0.9,-1.6,-1.2
2008,10,10,2007,22,-1.2,-1.5,-1.6,-0.8,-2.0,-1.0
2008,10,10,2007,23,-1.4,-1.6,-1.9,-1.0,-1.9,-1.0
2008,10,11,2007,00,-1.6,-1.1,-1.4,-1.3,-1.6,-1.4
2008,10,11,2007,01,-1.6,-1.5,-2.0,-1.3,-2.0,-1.4
2008,10,11,2007,02,-2.1,-2.1,-2.5,-1.5,-2.4,-1.9
2008,10,11,2007,03,-2.5,-2.3,-2.8,-1.9,-2.8,-2.2
2008,10,11,2007,04,-2.3,-2.2,-2.2,-1.9,-3.0,-2.1
2008,10,11,2007,05,-2.4,-2.2,-1.8,-1.9,-2.9,-2.0
2008,10,11,2007,06,-1.8,-1.5,-1.3,-1.3,-2.1,-1.3
2008,10,11,2007,07,-1.8,-1.0,-1.1,-1.3,-1.3,-1.3
2008,10,11,2007,08,-1.3,-0.3,-0.9,-1.0,-0.4,-1.0
2008,10,11,2007,09,-1.0,-0.5,-0.6,-1.0,-0.4,-0.7
2008,10,11,2007,10,-1.4,-0.9,-0.8,-1.3,-1.1,-1.1
2008,10,11,2007,11,-1.4,-1.2,-1.0,-1.5,-1.5,-1.4
2008,10,11,2007,12,-2.2,-2.6,-2.3,-2.8,-2.4,-2.5
2008,10,11,2007,13,-4.1,-3.8,-3.6,-4.2,-3.6,-3.9
2008,10,11,2007,14,-5.4,-5.1,-4.7,-5.4,-5.1,-5.2
2008,10,11,2007,15,-5.5,-5.5,-5.1,-5.7,-5.2,-5.3
2008,10,11,2007,16,-4.0,-4.2,-3.5,-4.3,-4.3,-4.3
2008,10,11,2007,17,-1.6,-1.5,-1.3,-1.5,-1.2,-1.3
2008,10,11,2007,18,-1.3,-1.0,-1.1,-1.1,-0.9,-1.1
2008,10,11,2007,19,-1.4,-1.5,-1.4,-1.5,-1.2,-1.6
2008,10,11,2007,20,-2.3,-2.3,-2.4,-2.4,-2.1,-2.4
2008,10,11,2007,21,-2.5,-2.2,-2.0,-2.3,-2.1,-2.2
2008,10,11,2007,22,-1.8,-1.4,-1.2,-1.5,-1.4,-1.5
2008,10,11,2007,23,-1.6,-1.4,-1.4,-1.5,-1.3,-1.4
2008,10,12,2007,00,-1.8,-1.6,-1.7,-1.8,-1.5,-1.7
2008,10,12,2007,01,-2.4,-1.6,-2.0,-2.2,-1.5,-2.4
2008,10,12,2007,02,-2.7,-2.2,-2.3,-2.5,-1.8,-2.8
2008,10,12,2007,03,-3.5,-1.4,-1.6,-3.0,-1.3,-3.1
2008,10,12,2007,04,-2.2,-1.1,-1.0,-1.4,-0.9,-1.5
2008,10,12,2007,05,-2.4,-0.5,-0.4,-1.5,-0.4,-1.6
2008,10,12,2007,06,-2.3,-0.8,-0.9,-1.9,-0.9,-2.1
2008,10,12,2007,07,-2.6,-2.1,-2.0,-2.3,-2.2,-2.6
2008,10,12,2007,08,-0.5,-0.3, 0.2,-0.1,-0.2,-0.3
2008,10,12,2007,09, 2.3, 2.4, 2.5, 2.3, 2.5, 2.3
2008,10,12,2007,10, 2.5, 2.9, 3.5, 2.9, 2.9, 2.7
2008,10,12,2007,11, 3.3, 4.0, 4.4, 3.9, 4.0, 3.7
2008,10,12,2007,12, 4.3, 4.5, 4.5, 4.3, 4.6, 4.2
2008,10,12,2007,13, 4.2, 4.6, 4.4, 4.4, 4.9, 4.4
2008,10,12,2007,14, 5.2, 5.5, 5.2, 5.3, 6.0, 5.3
2008,10,12,2007,15, 5.7, 5.7, 5.5, 5.6, 6.3, 5.8
2008,10,12,2007,16, 4.9, 5.3, 5.0, 5.0, 6.0, 5.3
2008,10,12,2007,17, 5.0, 5.8, 5.6, 5.3, 6.2, 5.1
2008,10,12,2007,18, 4.5, 5.5, 5.6, 5.0, 5.4, 4.5
2008,10,12,2007,19, 4.1, 5.1, 5.0, 4.7, 5.2, 4.0
2008,10,12,2007,20, 3.4, 4.9, 4.8, 3.9, 5.0, 3.6
2008,10,12,2007,21, 3.2, 4.9, 5.2, 4.1, 5.0, 3.9
2008,10,12,2007,22, 3.4, 4.6, 4.8, 3.6, 4.6, 3.4
2008,10,12,2007,23, 2.2, 3.9, 4.1, 2.6, 3.8, 2.7
2008,10,13,2007,00, 1.7, 2.5, 2.8, 2.1, 2.1, 2.1
2008,10,13,2007,01, 1.9, 2.9, 3.0, 2.1, 2.6, 2.1
2008,10,13,2007,02, 2.3, 3.0, 2.9, 2.5, 3.0, 2.5
2008,10,13,2007,03, 2.2, 2.4, 2.6, 2.6, 2.7, 2.5
2008,10,13,2007,04, 0.9, 2.0, 1.7, 1.7, 2.0, 1.7
2008,10,13,2007,05, 0.5, 0.7, 0.4, 1.2, 1.0, 1.1
2008,10,13,2007,06, 0.5,-0.0,-0.1, 1.2, 0.4, 1.2
2008,10,13,2007,07, 0.7,-0.1,-0.2, 1.2, 0.0, 1.1
2008,10,13,2007,08, 1.2, 1.6, 2.6, 2.1, 1.4, 1.6
2008,10,13,2007,09, 2.5, 3.5, 3.3, 3.0, 3.4, 2.6
2008,10,13,2007,10, 2.3, 3.3, 3.2, 2.8, 3.1, 2.3
2008,10,13,2007,11, 1.5, 1.8, 2.2, 1.3, 2.0, 1.2
2008,10,13,2007,12, 1.9, 2.3, 2.0, 1.8, 2.7, 1.8
2008,10,13,2007,13, 1.1, 1.2, 1.2, 0.9, 1.7, 1.1
2008,10,13,2007,14, 0.7, 0.7, 0.7, 0.5, 1.2, 0.8
2008,10,13,2007,15, 0.7, 0.5, 0.4, 0.3, 1.0, 0.6
2008,10,13,2007,16, 0.5, 0.5, 0.3, 0.2, 0.9, 0.5
2008,10,13,2007,17, 0.5, 0.7, 0.6, 0.4, 1.0, 0.6
2008,10,13,2007,18, 0.5, 1.0, 1.0, 0.5, 1.3, 0.7
2008,10,13,2007,19, 0.4, 0.6, 0.7, 0.5, 0.7, 0.5
2008,10,13,2007,20, 0.2, 0.2, 0.5, 0.3, 0.3, 0.3
2008,10,13,2007,21, 0.4,-0.0,-0.1, 0.4, 0.1, 0.5
2008,10,13,2007,22, 0.0,-0.1,-0.3, 0.3,-0.2, 0.3
2008,10,13,2007,23,-0.4,-0.2,-0.3, 0.0,-0.5,-0.1
2008,10,14,2007,00,-0.8,-0.5,-0.7,-0.4,-0.6,-0.3
2008,10,14,2007,01,-0.7,-0.8,-1.0,-0.6,-1.0,-0.2
2008,10,14,2007,02,-0.3,-0.9,-1.1,-0.6,-1.3,-0.1
2008,10,14,2007,03,-0.6,-0.9,-1.1,-0.5,-1.2,-0.1
2008,10,14,2007,04,-0.2,-1.0,-1.2,-0.7,-1.3,-0.2
2008,10,14,2007,05,-0.2,-1.1,-1.3,-0.5,-1.4, 0.0
2008,10,14,2007,06,-0.3,-1.1,-0.9,-0.3,-1.4,-0.0
2008,10,14,2007,07,-0.2,-0.8,-1.0,-0.1,-1.3,-0.0
2008,10,14,2007,08, 0.2, 0.7, 1.2, 0.4, 0.4, 0.5
2008,10,14,2007,09, 0.5, 2.9, 1.7, 0.7, 2.5, 0.6
2008,10,14,2007,10, 0.8, 1.2, 1.1, 0.6, 1.2, 0.7
2008,10,14,2007,11,-0.1, 0.6, 0.7, 0.1, 0.7, 0.1
2008,10,14,2007,12,-0.2,-0.1, 0.1,-0.4, 0.2,-0.3
2008,10,14,2007,13,-0.4,-0.2,-0.0,-0.3,-0.2,-0.4
2008,10,14,2007,14,-1.2,-1.2,-1.2,-1.4,-1.1,-1.4
2008,10,14,2007,15,-2.7,-2.3,-2.1,-2.6,-1.9,-2.6
2008,10,14,2007,16,-2.0,-1.5,-1.3,-1.8,-1.3,-1.7
2008,10,14,2007,17,-1.4,-0.6,-0.8,-1.4,-0.6,-1.2
2008,10,14,2007,18,-1.8, 0.2,-0.3,-1.8, 0.1,-1.7
