water_year,month,day,calendar_year,hour,sme2_rh,smf1_rh,smg1_rh,smg2_rh,smm1_rh,smm2_rh
2010,12,18,2009,04,0.87,1.00,0.96,0.86,1.00,0.77
2010,12,18,2009,05,0.89,0.96,0.86,0.85,1.00,0.81
2010,12,18,2009,06,0.88,0.99,0.95,0.82,1.00,0.81
2010,12,18,2009,07,0.90,1.00,0.95,0.85,1.00,0.83
2010,12,18,2009,08,0.92,1.00,0.85,0.88,1.00,0.81
2010,12,18,2009,09,0.83,1.00,0.84,0.82,1.00,0.75
2010,12,18,2009,10,0.72,0.99,0.77,0.73,0.99,0.70
2010,12,18,2009,11,0.75,0.86,0.70,0.70,0.81,0.71
2010,12,18,2009,12,0.72,0.74,0.65,0.68,0.69,0.70
2010,12,18,2009,13,0.64,0.69,0.60,0.62,0.63,0.62
2010,12,18,2009,14,0.53,0.59,0.53,0.56,0.60,0.55
2010,12,18,2009,15,0.61,0.65,0.56,0.59,0.65,0.60
2010,12,18,2009,16,0.61,0.87,0.66,0.60,0.75,0.60
2010,12,18,2009,17,0.77,0.97,0.88,0.75,0.96,0.72
2010,12,18,2009,18,0.93,1.00,0.98,0.90,1.00,0.78
2010,12,18,2009,19,0.94,1.00,0.99,0.92,1.00,0.82
2010,12,18,2009,20,0.92,1.00,1.00,0.90,1.00,0.80
2010,12,18,2009,21,0.89,1.00,1.00,0.90,1.00,0.79
2010,12,18,2009,22,0.93,1.00,1.00,0.90,1.00,0.84
2010,12,18,2009,23,0.94,1.00,1.00,0.91,0.99,0.81
2010,12,19,2009,00,0.91,1.00,1.00,0.90,0.99,0.80
2010,12,19,2009,01,0.84,1.00,1.00,0.89,0.99,0.78
2010,12,19,2009,02,0.87,1.00,0.99,0.90,0.99,0.78
2010,12,19,2009,03,0.90,1.00,0.99,0.90,0.99,0.77
2010,12,19,2009,04,0.89,1.00,1.00,0.89,0.99,0.79
2010,12,19,2009,05,0.87,1.00,0.99,0.87,0.99,0.78
2010,12,19,2009,06,0.81,1.00,1.00,0.85,0.99,0.76
2010,12,19,2009,07,0.84,1.00,1.00,0.85,0.99,0.76
2010,12,19,2009,08,0.80,1.00,1.00,0.81,0.99,0.75
2010,12,19,2009,09,0.79,1.00,1.00,0.81,1.00,0.75
2010,12,19,2009,10,0.71,0.99,0.91,0.75,0.98,0.69
2010,12,19,2009,11,0.68,0.93,0.73,0.65,0.93,0.65
2010,12,19,2009,12,0.63,0.68,0.61,0.57,0.72,0.59
2010,12,19,2009,13,0.58,0.59,0.54,0.54,0.55,0.53
2010,12,19,2009,14,0.61,0.62,0.53,0.57,0.58,0.59
2010,12,19,2009,15,0.60,0.60,0.52,0.55,0.59,0.57
2010,12,19,2009,16,0.67,0.84,0.67,0.63,0.78,0.64
2010,12,19,2009,17,0.72,0.94,0.85,0.71,0.91,0.67
2010,12,19,2009,18,0.78,0.98,0.97,0.81,0.98,0.70
2010,12,19,2009,19,0.82,1.00,0.98,0.82,1.00,0.75
2010,12,19,2009,20,0.88,1.00,0.86,0.86,1.00,0.80
2010,12,19,2009,21,0.88,1.00,0.84,0.85,1.00,0.76
2010,12,19,2009,22,0.85,0.89,0.80,0.81,1.00,0.74
2010,12,19,2009,23,0.81,0.93,0.77,0.76,1.00,0.72
2010,12,20,2009,00,0.76,0.95,0.84,0.71,1.00,0.67
2010,12,20,2009,01,0.77,0.95,0.79,0.75,0.99,0.71
2010,12,20,2009,02,0.77,0.89,0.74,0.73,0.95,0.69
2010,12,20,2009,03,0.75,0.76,0.70,0.73,0.89,0.66
2010,12,20,2009,04,0.74,0.76,0.69,0.71,0.72,0.68
2010,12,20,2009,05,0.75,0.90,0.72,0.74,0.90,0.66
2010,12,20,2009,06,0.74,0.72,0.69,0.72,0.75,0.68
2010,12,20,2009,07,0.73,0.79,0.69,0.68,0.77,0.68
2010,12,20,2009,08,0.74,0.83,0.71,0.70,0.87,0.68
2010,12,20,2009,09,0.69,0.69,0.63,0.63,0.73,0.64
2010,12,20,2009,10,0.63,0.61,0.57,0.59,0.59,0.61
2010,12,20,2009,11,0.58,0.55,0.51,0.52,0.54,0.57
2010,12,20,2009,12,0.49,0.48,0.47,0.47,0.47,0.50
2010,12,20,2009,13,0.50,0.50,0.47,0.48,0.46,0.48
2010,12,20,2009,14,0.57,0.57,0.51,0.53,0.51,0.54
2010,12,20,2009,15,0.65,0.65,0.55,0.57,0.61,0.61
2010,12,20,2009,16,0.64,0.80,0.65,0.62,0.76,0.61
2010,12,20,2009,17,0.70,0.76,0.68,0.68,0.73,0.66
2010,12,20,2009,18,0.74,0.78,0.74,0.77,0.79,0.73
2010,12,20,2009,19,0.83,0.88,0.82,0.81,0.88,0.79
2010,12,20,2009,20,0.92,0.95,0.95,0.88,0.95,0.86
2010,12,20,2009,21,0.86,0.99,0.98,0.84,0.98,0.81
2010,12,20,2009,22,0.86,0.94,0.87,0.83,0.98,0.82
2010,12,20,2009,23,0.82,0.91,0.85,0.79,0.89,0.77
2010,12,21,2009,00,0.82,0.96,0.94,0.80,0.98,0.78
2010,12,21,2009,01,0.81,0.96,0.91,0.78,0.96,0.76
2010,12,21,2009,02,0.80,0.96,0.95,0.76,0.97,0.75
2010,12,21,2009,03,0.79,0.98,0.97,0.78,0.99,0.74
2010,12,21,2009,04,0.81,0.99,0.97,0.79,0.99,0.76
2010,12,21,2009,05,0.81,0.99,0.99,0.79,1.00,0.76
2010,12,21,2009,06,0.79,0.99,0.99,0.76,1.00,0.74
2010,12,21,2009,07,0.79,0.99,0.97,0.76,1.00,0.74
2010,12,21,2009,08,0.80,0.99,0.97,0.77,1.00,0.75
2010,12,21,2009,09,0.78,0.97,0.89,0.74,0.99,0.73
2010,12,21,2009,10,0.74,0.85,0.72,0.70,0.88,0.70
2010,12,21,2009,11,0.73,0.72,0.65,0.69,0.70,0.69
2010,12,21,2009,12,0.71,0.69,0.63,0.67,0.64,0.67
2010,12,21,2009,13,0.68,0.65,0.60,0.64,0.60,0.65
2010,12,21,2009,14,0.67,0.64,0.58,0.62,0.59,0.62
2010,12,21,2009,15,0.67,0.70,0.61,0.63,0.61,0.63
2010,12,21,2009,16,0.68,0.73,0.65,0.65,0.64,0.64
2010,12,21,2009,17,0.74,0.83,0.79,0.71,0.78,0.69
2010,12,21,2009,18,0.78,0.89,0.87,0.75,0.91,0.73
2010,12,21,2009,19,0.79,0.92,0.89,0.77,0.94,0.75
2010,12,21,2009,20,0.77,0.94,0.94,0.76,0.96,0.73
2010,12,21,2009,21,0.76,0.93,0.91,0.74,0.95,0.72
2010,12,21,2009,22,0.98,0.96,0.96,0.96,0.95,0.96
2010,12,21,2009,23,1.00,1.00,1.00,1.00,1.00,1.00
2010,12,22,2009,00,1.00,1.00,1.00,1.00,1.00,1.00
2010,12,22,2009,01,1.00,0.99,0.99,1.00,0.98,0.98
2010,12,22,2009,02,1.00,0.99,0.98,1.00,0.96,0.97
2010,12,22,2009,03,0.98,0.95,0.93,0.99,0.91,0.95
2010,12,22,2009,04,0.97,0.94,0.93,0.98,0.92,0.94
2010,12,22,2009,05,0.97,0.95,0.94,0.97,0.92,0.94
2010,12,22,2009,06,0.97,0.96,0.95,0.97,0.91,0.94
2010,12,22,2009,07,0.97,0.96,0.96,0.97,0.92,0.94
2010,12,22,2009,08,0.96,0.95,0.96,0.96,0.91,0.93
2010,12,22,2009,09,0.96,0.94,0.95,0.96,0.90,0.93
2010,12,22,2009,10,0.94,0.90,0.90,0.93,0.86,0.89
2010,12,22,2009,11,0.94,0.88,0.88,0.91,0.83,0.88
2010,12,22,2009,12,0.89,0.83,0.81,0.86,0.80,0.85
2010,12,22,2009,13,0.84,0.81,0.77,0.81,0.78,0.82
2010,12,22,2009,14,0.86,0.82,0.79,0.82,0.79,0.83
2010,12,22,2009,15,0.84,0.80,0.76,0.80,0.77,0.81
2010,12,22,2009,16,0.86,0.83,0.80,0.83,0.79,0.83
2010,12,22,2009,17,0.90,0.87,0.84,0.86,0.83,0.86
2010,12,22,2009,18,0.89,0.87,0.83,0.86,0.83,0.86
2010,12,22,2009,19,0.87,0.86,0.83,0.85,0.82,0.85
2010,12,22,2009,20,0.85,0.88,0.89,0.87,0.83,0.85
2010,12,22,2009,21,0.86,0.93,0.91,0.89,0.87,0.88
2010,12,22,2009,22,0.86,0.92,0.85,0.88,0.84,0.87
2010,12,22,2009,23,0.92,0.94,0.87,0.88,0.87,0.88
2010,12,23,2009,00,0.88,0.93,0.92,0.91,0.91,0.89
2010,12,23,2009,01,0.90,0.93,0.93,0.95,0.92,0.89
2010,12,23,2009,02,0.92,0.93,0.93,0.95,0.93,0.92
2010,12,23,2009,03,0.90,0.95,0.95,0.90,0.92,0.89
2010,12,23,2009,04,0.88,0.92,0.91,0.91,0.91,0.88
2010,12,23,2009,05,0.88,0.92,0.93,0.90,0.92,0.86
2010,12,23,2009,06,0.88,0.93,0.92,0.89,0.91,0.87
2010,12,23,2009,07,0.89,0.95,0.90,0.90,0.91,0.90
2010,12,23,2009,08,0.91,0.93,0.91,0.91,0.91,0.91
2010,12,23,2009,09,0.87,0.94,0.92,0.82,0.91,0.84
2010,12,23,2009,10,0.76,0.89,0.82,0.75,0.84,0.79
2010,12,23,2009,11,0.70,0.75,0.71,0.70,0.69,0.73
2010,12,23,2009,12,0.70,0.66,0.69,0.69,0.64,0.70
2010,12,23,2009,13,0.66,0.61,0.62,0.66,0.60,0.66
2010,12,23,2009,14,0.62,0.59,0.56,0.62,0.58,0.62
2010,12,23,2009,15,0.62,0.60,0.56,0.60,0.59,0.61
2010,12,23,2009,16,0.64,0.68,0.66,0.64,0.61,0.63
2010,12,23,2009,17,0.67,0.81,0.79,0.68,0.74,0.65
2010,12,23,2009,18,0.68,0.89,0.90,0.69,0.88,0.67
2010,12,23,2009,19,0.66,0.91,0.93,0.72,0.92,0.69
2010,12,23,2009,20,0.58,0.92,0.94,0.73,0.93,0.68
2010,12,23,2009,21,0.71,0.93,0.94,0.72,0.92,0.69
2010,12,23,2009,22,0.80,0.93,0.94,0.79,0.92,0.77
2010,12,23,2009,23,0.81,0.93,0.95,0.81,0.92,0.79
2010,12,24,2009,00,0.74,0.93,0.94,0.81,0.92,0.75
2010,12,24,2009,01,0.77,0.92,0.94,0.82,0.91,0.75
2010,12,24,2009,02,0.79,0.92,0.93,0.79,0.91,0.76
2010,12,24,2009,03,0.78,0.93,0.94,0.79,0.92,0.76
2010,12,24,2009,04,0.72,0.93,0.93,0.75,0.92,0.71
2010,12,24,2009,05,0.73,0.93,0.94,0.76,0.92,0.73
2010,12,24,2009,06,0.68,0.92,0.92,0.78,0.91,0.74
2010,12,24,2009,07,0.68,0.92,0.92,0.80,0.90,0.76
2010,12,24,2009,08,0.64,0.92,0.92,0.77,0.91,0.73
2010,12,24,2009,09,0.69,0.93,0.91,0.69,0.90,0.68
2010,12,24,2009,10,0.59,0.93,0.80,0.58,0.90,0.58
2010,12,24,2009,11,0.56,0.77,0.59,0.54,0.71,0.52
2010,12,24,2009,12,0.54,0.54,0.52,0.52,0.53,0.52
2010,12,24,2009,13,0.53,0.52,0.51,0.54,0.47,0.52
2010,12,24,2009,14,0.52,0.51,0.45,0.51,0.48,0.50
2010,12,24,2009,15,0.50,0.51,0.45,0.48,0.50,0.48
2010,12,24,2009,16,0.48,0.67,0.51,0.45,0.56,0.47
2010,12,24,2009,17,0.57,0.81,0.76,0.56,0.75,0.55
2010,12,24,2009,18,0.57,0.87,0.89,0.63,0.86,0.58
2010,12,24,2009,19,0.54,0.90,0.93,0.58,0.91,0.54
2010,12,24,2009,20,0.50,0.92,0.94,0.54,0.92,0.53
2010,12,24,2009,21,0.46,0.92,0.95,0.57,0.92,0.50
2010,12,24,2009,22,0.47,0.92,0.96,0.60,0.92,0.49
2010,12,24,2009,23,0.52,0.94,0.96,0.59,0.92,0.52
2010,12,25,2009,00,0.61,0.94,0.96,0.63,0.94,0.56
2010,12,25,2009,01,0.64,0.94,0.96,0.66,0.95,0.61
2010,12,25,2009,02,0.65,0.94,0.96,0.70,0.95,0.62
2010,12,25,2009,03,0.64,0.94,0.96,0.74,0.94,0.66
2010,12,25,2009,04,0.70,0.94,0.95,0.71,0.93,0.67
2010,12,25,2009,05,0.70,0.94,0.95,0.74,0.93,0.69
2010,12,25,2009,06,0.70,0.95,0.95,0.74,0.93,0.70
2010,12,25,2009,07,0.69,0.95,0.95,0.72,0.93,0.68
2010,12,25,2009,08,0.61,0.94,0.94,0.69,0.93,0.67
2010,12,25,2009,09,0.46,0.95,0.93,0.56,0.93,0.55
2010,12,25,2009,10,0.44,0.93,0.78,0.53,0.90,0.51
2010,12,25,2009,11,0.45,0.70,0.61,0.52,0.68,0.51
2010,12,25,2009,12,0.47,0.54,0.52,0.49,0.53,0.50
2010,12,25,2009,13,0.48,0.51,0.49,0.52,0.47,0.49
2010,12,25,2009,14,0.46,0.53,0.48,0.51,0.51,0.48
2010,12,25,2009,15,0.45,0.55,0.51,0.50,0.56,0.49
2010,12,25,2009,16,0.47,0.70,0.58,0.53,0.63,0.52
2010,12,25,2009,17,0.63,0.81,0.74,0.65,0.77,0.64
2010,12,25,2009,18,0.68,0.87,0.87,0.73,0.88,0.66
2010,12,25,2009,19,0.66,0.91,0.93,0.75,0.92,0.68
2010,12,25,2009,20,0.70,0.93,0.96,0.77,0.95,0.71
2010,12,25,2009,21,0.76,0.94,0.97,0.79,0.95,0.73
2010,12,25,2009,22,0.80,0.95,0.94,0.81,0.95,0.75
2010,12,25,2009,23,0.84,0.96,0.85,0.82,0.94,0.77
2010,12,26,2009,00,0.89,0.95,0.87,0.82,0.93,0.80
2010,12,26,2009,01,0.92,0.95,0.93,0.89,0.93,0.82
2010,12,26,2009,02,0.89,0.95,0.96,0.85,0.93,0.85
2010,12,26,2009,03,0.92,0.94,0.96,0.89,0.93,0.84
2010,12,26,2009,04,0.91,0.95,0.97,0.90,0.92,0.81
2010,12,26,2009,05,0.91,0.94,0.94,0.86,0.92,0.82
2010,12,26,2009,06,0.86,0.94,0.95,0.85,0.92,0.81
2010,12,26,2009,07,0.83,0.90,0.81,0.81,0.94,0.80
2010,12,26,2009,08,0.81,0.80,0.75,0.79,0.86,0.76
2010,12,26,2009,09,0.70,0.80,0.67,0.68,0.89,0.64
2010,12,26,2009,10,0.54,0.72,0.55,0.55,0.83,0.54
2010,12,26,2009,11,0.42,0.49,0.47,0.45,0.49,0.45
2010,12,26,2009,12,0.43,0.43,0.44,0.46,0.42,0.46
2010,12,26,2009,13,0.39,0.40,0.38,0.43,0.39,0.44
2010,12,26,2009,14,0.35,0.37,0.34,0.38,0.36,0.39
2010,12,26,2009,15,0.33,0.38,0.34,0.36,0.37,0.37
2010,12,26,2009,16,0.36,0.44,0.39,0.39,0.40,0.39
2010,12,26,2009,17,0.48,0.63,0.52,0.48,0.53,0.47
2010,12,26,2009,18,0.59,0.64,0.56,0.58,0.57,0.56
2010,12,26,2009,19,0.59,0.59,0.53,0.57,0.68,0.55
2010,12,26,2009,20,0.62,0.60,0.59,0.62,0.60,0.59
2010,12,26,2009,21,0.62,0.60,0.57,0.61,0.55,0.58
2010,12,26,2009,22,0.58,0.61,0.56,0.59,0.52,0.54
2010,12,26,2009,23,0.62,0.76,0.61,0.62,0.73,0.57
2010,12,27,2009,00,0.64,0.83,0.67,0.62,0.80,0.59
2010,12,27,2009,01,0.64,0.81,0.72,0.61,0.85,0.59
2010,12,27,2009,02,0.61,0.86,0.75,0.60,0.89,0.56
2010,12,27,2009,03,0.59,0.87,0.86,0.60,0.89,0.55
2010,12,27,2009,04,0.61,0.88,0.83,0.61,0.90,0.56
2010,12,27,2009,05,0.59,0.88,0.76,0.61,0.89,0.53
2010,12,27,2009,06,0.60,0.89,0.80,0.61,0.89,0.56
2010,12,27,2009,07,0.63,0.88,0.72,0.64,0.89,0.59
2010,12,27,2009,08,0.66,0.87,0.67,0.65,0.87,0.60
2010,12,27,2009,09,0.60,0.80,0.61,0.60,0.79,0.58
2010,12,27,2009,10,0.47,0.65,0.50,0.50,0.62,0.51
2010,12,27,2009,11,0.50,0.55,0.50,0.49,0.50,0.50
2010,12,27,2009,12,0.53,0.54,0.48,0.49,0.51,0.51
2010,12,27,2009,13,0.60,0.60,0.58,0.60,0.57,0.59
2010,12,27,2009,14,0.82,0.78,0.73,0.78,0.77,0.79
2010,12,27,2009,15,0.86,0.82,0.78,0.81,0.81,0.84
2010,12,27,2009,16,0.93,0.89,0.88,0.90,0.88,0.90
2010,12,27,2009,17,0.97,0.91,0.91,0.94,0.92,0.93
2010,12,27,2009,18,0.98,0.92,0.91,0.94,0.92,0.93
2010,12,27,2009,19,0.98,0.92,0.92,0.95,0.93,0.93
2010,12,27,2009,20,0.98,0.93,0.92,0.95,0.95,0.93
2010,12,27,2009,21,0.99,0.94,0.93,0.95,0.92,0.94
2010,12,27,2009,22,0.98,0.93,0.92,0.95,0.93,0.93
2010,12,27,2009,23,0.99,0.93,0.92,0.96,0.94,0.92
2010,12,28,2009,00,0.99,0.97,0.96,0.97,0.98,0.95
2010,12,28,2009,01,0.99,0.95,0.93,0.98,0.97,0.95
2010,12,28,2009,02,0.97,0.92,0.90,0.95,0.98,0.90
2010,12,28,2009,03,0.95,0.89,0.88,0.91,0.97,0.87
2010,12,28,2009,04,0.93,0.89,0.88,0.91,0.97,0.85
2010,12,28,2009,05,0.90,0.95,0.92,0.88,0.97,0.82
2010,12,28,2009,06,0.88,0.97,0.83,0.79,0.92,0.75
2010,12,28,2009,07,0.81,0.94,0.77,0.75,0.87,0.69
2010,12,28,2009,08,0.79,0.83,0.68,0.71,0.86,0.70
2010,12,28,2009,09,0.69,0.65,0.57,0.62,0.72,0.63
2010,12,28,2009,10,0.55,0.56,0.49,0.52,0.54,0.54
2010,12,28,2009,11,0.52,0.49,0.45,0.49,0.46,0.50
2010,12,28,2009,12,0.53,0.49,0.46,0.51,0.46,0.52
2010,12,28,2009,13,0.55,0.53,0.50,0.55,0.50,0.56
2010,12,28,2009,14,0.59,0.55,0.53,0.57,0.52,0.58
2010,12,28,2009,15,0.56,0.54,0.51,0.55,0.51,0.56
2010,12,28,2009,16,0.61,0.58,0.56,0.59,0.55,0.59
2010,12,28,2009,17,0.66,0.63,0.61,0.64,0.63,0.62
2010,12,28,2009,18,0.67,0.76,0.73,0.65,0.72,0.62
2010,12,28,2009,19,0.66,0.77,0.76,0.63,0.77,0.61
2010,12,28,2009,20,0.66,0.81,0.79,0.63,0.80,0.60
2010,12,28,2009,21,0.66,0.86,0.86,0.64,0.84,0.59
2010,12,28,2009,22,0.63,0.85,0.85,0.62,0.85,0.57
2010,12,28,2009,23,0.62,0.80,0.82,0.72,0.79,0.65
2010,12,29,2009,00,0.60,0.84,0.85,0.63,0.83,0.54
2010,12,29,2009,01,0.60,0.76,0.80,0.64,0.78,0.59
2010,12,29,2009,02,0.76,0.86,0.91,0.80,0.83,0.76
2010,12,29,2009,03,0.72,0.87,0.90,0.78,0.88,0.69
2010,12,29,2009,04,0.71,0.86,0.89,0.77,0.88,0.73
2010,12,29,2009,05,0.80,0.87,0.90,0.81,0.88,0.78
2010,12,29,2009,06,0.93,0.92,0.93,0.89,0.92,0.88
2010,12,29,2009,07,0.98,0.95,0.96,0.95,0.94,0.95
2010,12,29,2009,08,0.99,0.95,0.96,0.97,0.95,0.95
2010,12,29,2009,09,0.93,0.92,0.92,0.94,0.92,0.90
2010,12,29,2009,10,0.92,0.89,0.85,0.88,0.85,0.88
2010,12,29,2009,11,0.85,0.83,0.79,0.82,0.80,0.81
2010,12,29,2009,12,0.79,0.80,0.76,0.79,0.78,0.78
2010,12,29,2009,13,0.92,0.84,0.82,0.88,0.82,0.87
2010,12,29,2009,14,0.90,0.84,0.79,0.84,0.81,0.84
2010,12,29,2009,15,0.90,0.83,0.80,0.85,0.79,0.85
2010,12,29,2009,16,0.91,0.83,0.80,0.85,0.81,0.85
2010,12,29,2009,17,0.92,0.85,0.84,0.87,0.83,0.87
2010,12,29,2009,18,0.96,0.91,0.92,0.92,0.89,0.91
2010,12,29,2009,19,1.00,0.95,0.94,0.97,0.92,0.96
2010,12,29,2009,20,0.98,0.94,0.93,0.96,0.93,0.94
2010,12,29,2009,21,0.98,0.95,0.94,0.95,0.95,0.94
2010,12,29,2009,22,1.00,0.97,0.96,0.98,0.95,0.96
2010,12,29,2009,23,1.00,0.99,0.98,0.99,0.97,0.97
2010,12,30,2009,00,1.00,0.99,0.99,1.00,0.98,0.97
2010,12,30,2009,01,1.00,1.00,0.99,1.00,0.98,0.97
2010,12,30,2009,02,1.00,1.00,0.99,1.00,0.98,0.97
2010,12,30,2009,03,1.00,1.00,1.00,1.00,0.98,0.97
2010,12,30,2009,04,1.00,1.00,1.00,1.00,0.99,0.97
2010,12,30,2009,05,1.00,1.00,1.00,1.00,0.99,0.97
2010,12,30,2009,06,1.00,0.99,0.99,1.00,0.97,0.98
2010,12,30,2009,07,1.00,0.98,0.98,1.00,0.96,0.97
2010,12,30,2009,08,1.00,0.98,0.98,1.00,0.96,0.98
2010,12,30,2009,09,1.00,0.96,0.95,1.00,0.92,0.98
2010,12,30,2009,10,1.00,0.93,0.91,1.00,0.89,0.97
2010,12,30,2009,11,1.00,0.92,0.90,1.00,0.88,0.97
2010,12,30,2009,12,1.00,0.92,0.91,1.00,0.89,0.97
2010,12,30,2009,13,1.00,0.91,0.90,0.99,0.89,0.96
2010,12,30,2009,14,1.00,0.87,0.87,0.97,0.86,0.95
2010,12,30,2009,15,1.00,0.89,0.87,0.97,0.87,0.95
2010,12,30,2009,16,1.00,0.90,0.89,0.95,0.87,0.93
2010,12,30,2009,17,0.99,0.93,0.90,0.95,0.89,0.93
2010,12,30,2009,18,0.98,0.93,0.87,0.92,0.87,0.89
2010,12,30,2009,19,0.97,0.96,0.95,0.92,0.92,0.88
2010,12,30,2009,20,0.97,0.97,0.98,0.92,0.95,0.89
2010,12,30,2009,21,0.99,0.98,0.99,0.96,0.94,0.93
2010,12,30,2009,22,1.00,0.98,0.98,0.99,0.96,0.97
2010,12,30,2009,23,1.00,0.96,0.97,0.98,0.95,0.95
2010,12,31,2009,00,0.99,0.96,0.97,0.97,0.96,0.93
2010,12,31,2009,01,0.99,0.98,0.98,0.96,0.96,0.90
2010,12,31,2009,02,0.97,0.97,0.98,0.94,0.96,0.88
2010,12,31,2009,03,0.97,0.94,0.96,0.93,0.94,0.88
2010,12,31,2009,04,0.96,0.94,0.96,0.91,0.93,0.86
2010,12,31,2009,05,0.94,0.95,0.96,0.87,0.93,0.83
2010,12,31,2009,06,0.94,0.96,0.97,0.89,0.93,0.85
2010,12,31,2009,07,0.93,0.96,0.94,0.89,0.93,0.84
2010,12,31,2009,08,0.92,0.96,0.92,0.90,0.94,0.86
2010,12,31,2009,09,0.88,0.89,0.84,0.87,0.91,0.82
2010,12,31,2009,10,0.81,0.82,0.75,0.79,0.81,0.78
2010,12,31,2009,11,0.85,0.79,0.75,0.79,0.75,0.78
2010,12,31,2009,12,0.89,0.82,0.78,0.83,0.78,0.82
2010,12,31,2009,13,0.96,0.90,0.87,0.91,0.87,0.91
2010,12,31,2009,14,0.99,0.96,0.94,0.97,0.94,0.95
2010,12,31,2009,15,1.00,0.97,0.95,0.99,0.95,0.97
2010,12,31,2009,16,1.00,0.97,0.95,0.99,0.94,0.97
2010,12,31,2009,17,1.00,1.00,0.99,1.00,0.98,0.99
2010,12,31,2009,18,1.00,0.99,0.98,1.00,0.97,0.99
2010,12,31,2009,19,1.00,0.97,0.95,1.00,0.95,0.98
2010,12,31,2009,20,1.00,0.98,0.95,1.00,0.96,0.98
2010,12,31,2009,21,1.00,1.00,0.98,1.00,0.99,1.00
2010,12,31,2009,22,1.00,1.00,0.99,1.00,1.00,1.00
2010,12,31,2009,23,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,00,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,01,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,02,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,03,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,04,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,05,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,06,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,07,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,08,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,01,2010,09,1.00,1.00,0.99,1.00,1.00,1.00
2010,01,01,2010,10,1.00,1.00,0.95,1.00,0.98,1.00
2010,01,01,2010,11,1.00,1.00,0.92,1.00,0.94,1.00
2010,01,01,2010,12,1.00,0.99,0.92,1.00,0.94,1.00
2010,01,01,2010,13,1.00,0.97,0.91,1.00,0.92,1.00
2010,01,01,2010,14,1.00,0.93,0.85,0.96,0.86,0.94
2010,01,01,2010,15,1.00,0.98,0.92,0.90,0.93,0.87
2010,01,01,2010,16,0.98,0.99,0.91,0.89,0.95,0.86
2010,01,01,2010,17,0.97,1.00,0.89,0.87,0.98,0.86
2010,01,01,2010,18,0.98,1.00,0.91,0.90,1.00,0.89
2010,01,01,2010,19,0.98,1.00,0.92,0.91,1.00,0.90
2010,01,01,2010,20,0.96,1.00,0.98,0.92,1.00,0.89
2010,01,01,2010,21,0.96,1.00,0.91,0.90,1.00,0.89
2010,01,01,2010,22,0.98,0.98,0.88,0.91,0.96,0.91
2010,01,01,2010,23,1.00,0.99,0.97,0.98,0.98,0.99
2010,01,02,2010,00,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,02,2010,01,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,02,2010,02,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,02,2010,03,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,02,2010,04,1.00,1.00,1.00,1.00,1.00,1.00
2010,01,02,2010,05,1.00,1.00,1.00,1.00,1.00,0.99
2010,01,02,2010,06,1.00,1.00,1.00,1.00,1.00,0.97
2010,01,02,2010,07,1.00,1.00,1.00,1.00,1.00,0.97
2010,01,02,2010,08,1.00,1.00,1.00,1.00,1.00,0.96
2010,01,02,2010,09,1.00,1.00,1.00,1.00,1.00,0.96
2010,01,02,2010,10,0.99,1.00,1.00,0.99,1.00,0.90
2010,01,02,2010,11,0.86,0.91,0.95,0.92,0.96,0.74
2010,01,02,2010,12,0.86,0.76,0.84,0.86,0.80,0.77
2010,01,02,2010,13,0.80,0.72,0.72,0.76,0.69,0.72
2010,01,02,2010,14,0.77,0.73,0.65,0.71,0.72,0.71
2010,01,02,2010,15,0.80,0.81,0.70,0.73,0.80,0.74
2010,01,02,2010,16,0.85,0.91,0.82,0.78,0.86,0.81
2010,01,02,2010,17,0.93,0.99,0.97,0.91,0.98,0.87
2010,01,02,2010,18,0.92,1.00,1.00,0.97,1.00,0.88
2010,01,02,2010,19,0.93,1.00,1.00,0.96,1.00,0.87
2010,01,02,2010,20,0.94,1.00,1.00,0.96,1.00,0.89
2010,01,02,2010,21,0.98,1.00,1.00,0.96,1.00,0.90
2010,01,02,2010,22,0.98,1.00,1.00,0.97,0.99,0.90
2010,01,02,2010,23,0.97,0.99,0.99,0.97,0.98,0.88
2010,01,03,2010,00,0.94,0.98,0.99,0.96,0.98,0.87
2010,01,03,2010,01,0.93,0.98,0.99,0.96,0.97,0.86
2010,01,03,2010,02,0.93,0.98,0.98,0.95,0.96,0.87
2010,01,03,2010,03,0.93,0.97,0.98,0.95,0.96,0.86
2010,01,03,2010,04,0.94,0.97,0.98,0.95,0.96,0.87
2010,01,03,2010,05,0.98,0.97,0.99,0.95,0.96,0.87
2010,01,03,2010,06,0.96,0.97,0.99,0.95,0.96,0.87
