water_year,month,day,calendar_year,hour,sme2_ws_m/s,smf1_ws_m/s,smg1_ws_m/s,smg2_ws_m/s,smm1_ws_m/s,smm2_ws_m/s
2009,04,24,2009,19, 3.6, 0.5, 1.6, 3.4, 1.5, 3.6
2009,04,24,2009,20, 3.1, 0.5, 0.5, 1.9, 0.6, 2.3
2009,04,24,2009,21, 3.1, 0.5, 0.5, 2.5, 0.7, 2.6
2009,04,24,2009,22, 2.0, 0.5, 0.5, 1.2, 0.7, 1.5
2009,04,24,2009,23, 1.8, 0.5, 0.5, 1.0, 0.6, 1.3
2009,04,25,2009,00, 1.5, 0.5, 0.5, 1.1, 0.7, 1.2
2009,04,25,2009,01, 1.8, 0.5, 0.5, 1.5, 0.6, 1.8
2009,04,25,2009,02, 1.0, 0.5, 0.5, 0.8, 0.5, 1.2
2009,04,25,2009,03, 1.6, 0.5, 0.5, 1.7, 0.5, 2.0
2009,04,25,2009,04, 0.9, 0.5, 0.5, 1.1, 0.5, 1.2
2009,04,25,2009,05, 2.2, 0.5, 0.5, 0.6, 0.5, 1.5
2009,04,25,2009,06, 3.6, 0.5, 0.5, 1.0, 0.5, 1.9
2009,04,25,2009,07, 2.2, 0.5, 0.5, 1.2, 0.8, 1.6
2009,04,25,2009,08, 2.1, 0.9, 1.3, 2.2, 1.6, 2.7
2009,04,25,2009,09, 3.2, 1.0, 1.7, 2.7, 1.6, 3.3
2009,04,25,2009,10, 3.8, 1.2, 2.0, 3.4, 2.0, 4.0
2009,04,25,2009,11, 4.1, 1.5, 2.0, 3.9, 2.0, 4.6
2009,04,25,2009,12, 5.0, 1.6, 2.7, 4.3, 2.6, 5.6
2009,04,25,2009,13, 5.7, 1.8, 2.9, 5.3, 2.8, 6.3
2009,04,25,2009,14, 6.0, 1.9, 3.1, 5.9, 3.0, 6.9
2009,04,25,2009,15, 5.9, 1.9, 3.0, 5.9, 3.1, 7.3
2009,04,25,2009,16, 6.1, 1.7, 2.5, 5.6, 3.0, 7.0
2009,04,25,2009,17, 6.5, 1.7, 2.8, 5.8, 2.8, 7.2
2009,04,25,2009,18, 6.4, 1.4, 2.5, 5.7, 2.7, 7.6
2009,04,25,2009,19, 5.8, 1.3, 2.3, 6.0, 1.9, 7.0
2009,04,25,2009,20, 5.3, 1.2, 2.4, 5.1, 1.7, 5.3
2009,04,25,2009,21, 5.3, 1.1, 2.2, 4.8, 2.2, 5.7
2009,04,25,2009,22, 5.6, 0.7, 2.0, 4.6, 1.9, 5.8
2009,04,25,2009,23, 5.9, 0.9, 1.5, 4.1, 1.9, 5.0
2009,04,26,2009,00, 5.2, 0.8, 1.3, 3.8, 1.5, 4.5
2009,04,26,2009,01, 3.3, 0.5, 1.0, 2.2, 0.5, 2.6
2009,04,26,2009,02, 3.9, 0.5, 1.0, 2.6, 0.8, 3.6
2009,04,26,2009,03, 2.7, 0.6, 1.1, 3.1, 1.2, 3.1
2009,04,26,2009,04, 2.2, 0.5, 0.8, 2.2, 1.1, 2.7
2009,04,26,2009,05, 1.7, 0.5, 0.6, 2.1, 0.5, 1.5
2009,04,26,2009,06, 1.4, 0.5, 0.5, 2.2, 0.6, 1.6
2009,04,26,2009,07, 2.1, 0.8, 1.7, 3.5, 1.1, 2.7
2009,04,26,2009,08, 3.4, 1.2, 2.4, 3.4, 2.0, 3.7
2009,04,26,2009,09, 3.2, 1.2, 2.3, 3.6, 1.9, 3.6
2009,04,26,2009,10, 3.8, 1.3, 2.5, 3.8, 2.3, 3.9
2009,04,26,2009,11, 3.7, 1.4, 2.4, 3.6, 2.0, 3.6
2009,04,26,2009,12, 4.5, 1.4, 2.2, 4.0, 2.3, 4.3
2009,04,26,2009,13, 4.8, 1.7, 2.6, 4.9, 2.5, 5.3
2009,04,26,2009,14, 4.7, 1.6, 2.4, 4.4, 2.3, 4.5
2009,04,26,2009,15, 4.6, 1.5, 3.0, 4.6, 2.4, 4.8
2009,04,26,2009,16, 4.2, 1.4, 2.4, 3.8, 2.4, 4.8
2009,04,26,2009,17, 3.6, 1.2, 2.0, 3.8, 1.9, 4.0
2009,04,26,2009,18, 3.2, 0.8, 1.7, 3.2, 1.6, 3.6
2009,04,26,2009,19, 2.2, 0.5, 0.5, 2.0, 0.6, 2.3
2009,04,26,2009,20, 1.6, 0.5, 0.5, 1.1, 0.5, 1.4
2009,04,26,2009,21, 1.2, 0.5, 0.5, 1.7, 0.5, 1.4
2009,04,26,2009,22, 0.7, 0.5, 0.6, 1.3, 0.5, 1.1
2009,04,26,2009,23, 0.5, 0.5, 0.5, 0.9, 0.5, 1.3
2009,04,27,2009,00, 0.6, 0.5, 0.5, 0.7, 0.5, 2.3
2009,04,27,2009,01, 0.5, 0.5, 0.5, 0.5, 0.5, 2.5
2009,04,27,2009,02, 0.5, 0.5, 0.5, 1.1, 0.5, 3.0
2009,04,27,2009,03, 0.5, 0.6, 1.1, 1.9, 1.1, 3.0
2009,04,27,2009,04, 0.8, 0.5, 1.1, 2.1, 0.8, 3.7
2009,04,27,2009,05, 0.9, 0.6, 1.1, 2.3, 1.2, 3.8
2009,04,27,2009,06, 0.9, 0.5, 0.9, 1.9, 1.1, 3.4
2009,04,27,2009,07, 1.1, 0.7, 1.0, 2.0, 1.4, 3.1
2009,04,27,2009,08, 2.0, 0.8, 1.3, 2.8, 1.3, 3.2
2009,04,27,2009,09, 2.6, 1.1, 1.7, 3.4, 1.6, 3.5
2009,04,27,2009,10, 2.6, 1.2, 1.9, 3.7, 2.1, 3.6
2009,04,27,2009,11, 2.2, 1.1, 1.5, 2.9, 1.7, 3.1
2009,04,27,2009,12, 2.6, 0.9, 1.3, 2.3, 1.5, 2.5
2009,04,27,2009,13, 3.5, 1.2, 2.2, 3.3, 1.8, 3.7
2009,04,27,2009,14, 4.2, 1.3, 2.2, 3.7, 1.9, 4.3
2009,04,27,2009,15, 3.9, 1.1, 1.9, 4.0, 1.8, 3.8
2009,04,27,2009,16, 2.6, 0.9, 1.5, 3.0, 1.8, 2.9
2009,04,27,2009,17, 1.8, 0.5, 0.6, 1.9, 0.7, 2.0
2009,04,27,2009,18, 2.0, 0.5, 0.9, 1.9, 0.9, 2.2
2009,04,27,2009,19, 3.3, 0.5, 1.3, 3.0, 1.1, 3.9
2009,04,27,2009,20, 3.6, 0.9, 1.3, 3.5, 1.3, 4.3
2009,04,27,2009,21, 2.2, 0.5, 0.6, 1.8, 0.5, 2.2
2009,04,27,2009,22, 1.7, 0.5, 0.5, 1.3, 0.5, 2.1
2009,04,27,2009,23, 1.5, 0.5, 0.5, 1.0, 0.5, 1.5
2009,04,28,2009,00, 2.0, 0.5, 0.5, 1.3, 0.5, 2.2
2009,04,28,2009,01, 2.6, 0.5, 0.5, 1.8, 0.5, 2.7
2009,04,28,2009,02, 2.5, 0.5, 0.9, 2.3, 0.6, 2.9
2009,04,28,2009,03, 1.8, 0.5, 0.6, 1.8, 0.5, 1.8
2009,04,28,2009,04, 1.3, 0.5, 0.5, 0.9, 0.5, 1.5
2009,04,28,2009,05, 3.4, 0.5, 0.5, 1.9, 0.8, 3.8
2009,04,28,2009,06, 4.0, 0.5, 0.7, 2.5, 1.3, 4.7
2009,04,28,2009,07, 3.4, 0.5, 0.8, 2.6, 0.8, 3.6
2009,04,28,2009,08, 2.9, 0.5, 0.7, 1.9, 0.7, 2.9
2009,04,28,2009,09, 3.8, 0.5, 1.4, 3.2, 0.9, 4.7
2009,04,28,2009,10, 3.9, 0.6, 1.5, 3.5, 1.2, 4.9
2009,04,28,2009,11, 4.2, 1.0, 1.9, 3.4, 1.7, 4.6
2009,04,28,2009,12, 4.2, 1.0, 2.2, 3.9, 2.1, 4.9
2009,04,28,2009,13, 3.4, 1.2, 2.2, 3.4, 1.9, 3.5
2009,04,28,2009,14, 3.4, 0.9, 1.4, 2.4, 1.6, 3.6
2009,04,28,2009,15, 3.2, 0.7, 1.2, 2.6, 1.8, 3.6
2009,04,28,2009,16, 3.0, 0.8, 1.4, 2.6, 1.6, 3.6
2009,04,28,2009,17, 3.0, 0.8, 1.2, 2.1, 1.8, 3.1
2009,04,28,2009,18, 3.5, 1.0, 1.7, 3.3, 1.7, 3.8
2009,04,28,2009,19, 3.2, 0.6, 1.3, 3.0, 1.3, 3.3
2009,04,28,2009,20, 2.1, 0.5, 0.5, 1.4, 0.5, 1.6
2009,04,28,2009,21, 1.0, 0.5, 0.5, 0.9, 0.5, 1.0
2009,04,28,2009,22, 1.8, 0.5, 0.5, 1.4, 0.5, 1.7
2009,04,28,2009,23, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5
2009,04,29,2009,00, 0.6, 0.5, 0.5, 0.5, 0.5, 0.6
2009,04,29,2009,01, 1.3, 0.5, 0.5, 0.9, 0.5, 1.4
2009,04,29,2009,02, 1.5, 0.5, 0.5, 1.2, 0.5, 1.6
2009,04,29,2009,03, 1.3, 0.5, 0.5, 0.9, 0.5, 1.4
2009,04,29,2009,04, 0.8, 0.5, 0.5, 0.6, 0.5, 0.6
2009,04,29,2009,05, 1.2, 0.5, 0.5, 0.9, 0.5, 1.4
2009,04,29,2009,06, 1.5, 0.5, 0.5, 1.1, 0.5, 1.6
2009,04,29,2009,07, 2.1, 0.5, 0.5, 1.7, 0.7, 2.5
2009,04,29,2009,08, 2.1, 0.5, 0.6, 1.8, 0.9, 2.1
2009,04,29,2009,09, 2.2, 0.5, 0.8, 1.8, 0.8, 2.4
2009,04,29,2009,10, 1.8, 0.7, 1.1, 1.8, 1.1, 2.0
2009,04,29,2009,11, 2.3, 0.8, 1.4, 2.2, 1.4, 2.6
2009,04,29,2009,12, 1.7, 0.8, 1.1, 2.0, 1.2, 1.9
2009,04,29,2009,13, 2.3, 0.7, 1.3, 2.2, 1.3, 2.3
2009,04,29,2009,14, 2.1, 1.0, 1.4, 2.0, 1.6, 2.4
2009,04,29,2009,15, 3.3, 1.2, 1.8, 3.0, 1.7, 3.3
2009,04,29,2009,16, 2.6, 0.9, 1.7, 2.5, 1.5, 2.9
2009,04,29,2009,17, 2.2, 0.7, 1.2, 2.0, 1.2, 2.2
2009,04,29,2009,18, 1.7, 0.5, 0.6, 1.4, 1.0, 1.8
2009,04,29,2009,19, 1.1, 0.5, 0.5, 0.5, 0.5, 0.7
2009,04,29,2009,20, 0.5, 0.5, 0.5, 0.7, 0.5, 0.5
2009,04,29,2009,21, 0.6, 0.5, 0.5, 1.2, 0.5, 0.9
2009,04,29,2009,22, 0.7, 0.5, 0.5, 0.6, 0.5, 1.1
2009,04,29,2009,23, 0.5, 0.5, 0.5, 0.7, 0.5, 1.4
2009,04,30,2009,00, 0.8, 0.5, 0.7, 0.9, 0.5, 2.1
2009,04,30,2009,01, 0.9, 0.5, 0.5, 1.2, 0.5, 1.4
2009,04,30,2009,02, 0.5, 0.5, 0.5, 0.7, 0.5, 0.6
2009,04,30,2009,03, 0.7, 0.5, 0.5, 0.5, 0.5, 0.6
2009,04,30,2009,04, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6
2009,04,30,2009,05, 1.1, 0.5, 0.5, 0.9, 0.5, 1.2
2009,04,30,2009,06, 0.7, 0.5, 0.5, 0.9, 0.5, 0.9
2009,04,30,2009,07, 1.3, 0.5, 0.5, 0.9, 0.5, 1.3
2009,04,30,2009,08, 1.8, 0.7, 1.3, 2.1, 1.4, 2.5
2009,04,30,2009,09, 2.0, 0.9, 1.3, 2.0, 1.4, 2.2
2009,04,30,2009,10, 3.1, 0.9, 1.5, 2.8, 1.7, 3.3
2009,04,30,2009,11, 3.8, 1.2, 1.9, 3.2, 1.7, 4.4
2009,04,30,2009,12, 4.0, 1.3, 2.2, 3.8, 2.2, 4.5
2009,04,30,2009,13, 4.7, 1.5, 2.2, 4.2, 2.4, 5.1
2009,04,30,2009,14, 4.3, 1.4, 2.6, 4.0, 2.4, 4.8
2009,04,30,2009,15, 3.9, 1.4, 2.5, 3.7, 2.1, 4.3
2009,04,30,2009,16, 3.5, 1.2, 2.0, 3.4, 2.0, 3.9
2009,04,30,2009,17, 3.2, 1.0, 2.0, 3.5, 1.7, 3.8
2009,04,30,2009,18, 2.4, 0.6, 1.2, 2.4, 1.3, 2.8
2009,04,30,2009,19, 1.7, 0.5, 0.6, 1.9, 0.7, 2.0
2009,04,30,2009,20, 0.8, 0.5, 0.5, 1.4, 0.5, 1.3
2009,04,30,2009,21, 2.1, 0.8, 0.8, 2.2, 0.5, 2.1
2009,04,30,2009,22, 1.1, 0.8, 0.8, 1.0, 0.5, 1.7
2009,04,30,2009,23, 0.9, 1.0, 1.0, 1.6, 1.0, 1.9
2009,05,01,2009,00, 1.0, 1.0, 1.1, 1.4, 0.7, 2.0
2009,05,01,2009,01, 0.9, 0.7, 0.8, 1.4, 0.7, 2.0
2009,05,01,2009,02, 1.2, 0.5, 0.6, 1.1, 0.7, 1.9
2009,05,01,2009,03, 0.6, 0.5, 0.8, 1.7, 0.6, 1.9
2009,05,01,2009,04, 1.4, 0.5, 0.5, 1.4, 0.5, 1.8
2009,05,01,2009,05, 0.7, 0.5, 0.5, 0.8, 0.5, 1.0
2009,05,01,2009,06, 1.0, 0.5, 0.5, 1.1, 0.5, 1.9
2009,05,01,2009,07, 0.8, 0.5, 0.6, 0.9, 0.5, 1.8
2009,05,01,2009,08, 1.2, 0.5, 0.9, 1.8, 0.5, 1.8
2009,05,01,2009,09, 1.6, 0.5, 1.1, 2.6, 0.8, 2.2
2009,05,01,2009,10, 1.8, 0.9, 1.4, 2.7, 0.9, 3.1
2009,05,01,2009,11, 1.2, 1.3, 1.1, 1.9, 1.1, 2.7
2009,05,01,2009,12, 1.3, 0.6, 0.8, 1.6, 1.0, 2.3
2009,05,01,2009,13, 1.4, 0.7, 0.9, 1.6, 0.7, 2.0
2009,05,01,2009,14, 0.9, 0.7, 0.7, 1.2, 0.9, 1.6
2009,05,01,2009,15, 1.2, 0.5, 0.9, 1.3, 0.6, 1.4
2009,05,01,2009,16, 1.4, 0.5, 0.5, 1.1, 0.8, 1.2
2009,05,01,2009,17, 1.0, 0.5, 0.5, 0.8, 0.6, 1.1
2009,05,01,2009,18, 0.8, 0.5, 0.7, 1.3, 0.7, 1.7
2009,05,01,2009,19, 0.8, 0.5, 0.8, 1.0, 0.5, 1.6
2009,05,01,2009,20, 1.2, 1.0, 1.3, 1.5, 0.8, 2.6
2009,05,01,2009,21, 1.3, 1.0, 1.3, 1.8, 0.9, 3.1
2009,05,01,2009,22, 1.4, 1.5, 1.8, 2.1, 0.8, 2.6
2009,05,01,2009,23, 1.7, 1.3, 1.6, 2.9, 0.8, 3.1
2009,05,02,2009,00, 3.0, 1.2, 1.7, 3.4, 0.9, 4.3
2009,05,02,2009,01, 2.7, 1.1, 1.6, 3.0, 0.8, 3.8
2009,05,02,2009,02, 1.2, 0.5, 0.5, 1.1, 0.5, 1.4
2009,05,02,2009,03, 3.2, 0.5, 1.0, 2.5, 0.9, 3.2
2009,05,02,2009,04, 3.5, 0.5, 0.8, 2.7, 1.1, 4.1
2009,05,02,2009,05, 3.5, 0.5, 0.7, 2.4, 0.9, 3.8
2009,05,02,2009,06, 3.4, 0.5, 0.5, 2.4, 0.7, 3.5
2009,05,02,2009,07, 3.7, 0.5, 0.6, 2.9, 0.5, 3.8
2009,05,02,2009,08, 4.7, 0.8, 1.0, 2.9, 1.8, 4.6
2009,05,02,2009,09, 4.9, 0.8, 1.5, 3.5, 1.9, 5.3
2009,05,02,2009,10, 4.2, 1.0, 1.7, 3.6, 1.7, 4.8
2009,05,02,2009,11, 4.1, 1.0, 1.7, 3.5, 1.9, 4.5
2009,05,02,2009,12, 4.9, 1.4, 2.1, 4.2, 1.9, 5.4
2009,05,02,2009,13, 5.1, 1.3, 2.2, 4.3, 2.2, 6.1
2009,05,02,2009,14, 5.1, 1.6, 2.1, 4.4, 2.4, 5.7
2009,05,02,2009,15, 4.7, 1.3, 1.9, 4.1, 2.0, 5.7
2009,05,02,2009,16, 4.3, 0.8, 1.8, 3.5, 1.8, 4.8
2009,05,02,2009,17, 4.3, 0.7, 1.7, 3.7, 1.5, 5.1
2009,05,02,2009,18, 3.8, 0.7, 1.7, 3.5, 1.1, 4.7
2009,05,02,2009,19, 3.9, 0.6, 1.4, 3.4, 0.9, 5.0
2009,05,02,2009,20, 1.5, 0.5, 0.5, 1.1, 0.5, 1.8
2009,05,02,2009,21, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5
2009,05,02,2009,22, 0.8, 0.5, 0.5, 0.6, 0.5, 0.6
2009,05,02,2009,23, 2.2, 0.5, 0.5, 1.5, 0.5, 1.9
2009,05,03,2009,00, 1.7, 0.5, 0.5, 0.7, 0.5, 1.2
2009,05,03,2009,01, 1.6, 0.5, 0.5, 0.8, 0.5, 1.2
2009,05,03,2009,02, 1.5, 0.5, 0.5, 0.5, 0.5, 0.9
2009,05,03,2009,03, 1.2, 0.5, 0.5, 0.8, 0.5, 0.8
2009,05,03,2009,04, 1.3, 0.5, 0.5, 1.0, 0.5, 1.3
2009,05,03,2009,05, 1.2, 0.5, 0.5, 1.5, 0.5, 1.8
2009,05,03,2009,06, 1.7, 0.5, 0.5, 1.3, 0.5, 1.6
2009,05,03,2009,07, 2.8, 0.5, 0.5, 1.9, 0.5, 2.1
2009,05,03,2009,08, 2.3, 0.5, 0.5, 1.3, 0.5, 1.9
2009,05,03,2009,09, 2.5, 0.5, 0.5, 1.6, 0.7, 2.1
2009,05,03,2009,10, 4.0, 0.7, 1.5, 3.3, 1.0, 4.3
2009,05,03,2009,11, 4.7, 0.9, 1.9, 3.7, 1.4, 4.9
2009,05,03,2009,12, 5.1, 1.2, 2.2, 4.3, 1.6, 5.6
2009,05,03,2009,13, 5.3, 1.4, 2.1, 4.5, 2.1, 5.8
2009,05,03,2009,14, 6.6, 1.4, 2.6, 5.3, 2.1, 7.7
2009,05,03,2009,15, 9.0, 2.1, 3.7, 8.2, 3.5, 9.7
2009,05,03,2009,16, 7.3, 1.7, 3.1, 6.0, 3.3, 8.7
2009,05,03,2009,17, 6.9, 1.7, 3.1, 6.2, 3.4, 8.0
2009,05,03,2009,18, 5.1, 1.3, 2.2, 5.1, 2.5, 6.3
2009,05,03,2009,19, 3.9, 0.8, 1.9, 3.5, 1.5, 3.9
2009,05,03,2009,20, 3.8, 0.5, 0.8, 2.7, 0.7, 3.4
2009,05,03,2009,21, 4.2, 0.5, 0.9, 3.1, 0.5, 3.4
2009,05,03,2009,22, 3.6, 0.5, 0.5, 2.1, 0.6, 3.3
2009,05,03,2009,23, 1.5, 0.5, 0.5, 0.9, 0.5, 1.4
2009,05,04,2009,00, 0.5, 0.5, 0.5, 1.1, 0.5, 0.7
2009,05,04,2009,01, 0.5, 0.5, 0.5, 1.2, 0.5, 0.5
2009,05,04,2009,02, 0.5, 0.5, 0.5, 1.3, 0.5, 0.5
2009,05,04,2009,03, 0.5, 0.5, 0.5, 1.2, 0.5, 0.6
2009,05,04,2009,04, 0.5, 0.5, 0.5, 1.4, 0.5, 0.5
2009,05,04,2009,05, 0.5, 0.5, 0.5, 1.2, 0.5, 0.5
2009,05,04,2009,06, 0.6, 0.5, 0.5, 1.1, 0.5, 1.0
2009,05,04,2009,07, 1.1, 0.5, 0.5, 0.8, 0.5, 2.0
2009,05,04,2009,08, 0.9, 0.5, 0.7, 1.7, 0.7, 1.9
2009,05,04,2009,09, 1.9, 0.5, 1.0, 2.5, 1.1, 2.3
2009,05,04,2009,10, 2.0, 0.6, 1.0, 2.6, 1.1, 2.4
2009,05,04,2009,11, 2.2, 0.5, 1.2, 2.7, 1.1, 2.5
2009,05,04,2009,12, 3.2, 0.9, 1.7, 3.3, 1.5, 3.1
2009,05,04,2009,13, 2.7, 0.9, 1.4, 3.1, 1.4, 2.9
2009,05,04,2009,14, 3.8, 1.2, 1.8, 3.8, 1.8, 4.3
2009,05,04,2009,15, 4.1, 0.9, 1.8, 3.9, 1.6, 3.9
2009,05,04,2009,16, 2.7, 0.5, 1.2, 3.2, 1.1, 2.8
2009,05,04,2009,17, 2.0, 0.5, 0.8, 2.6, 1.2, 3.4
2009,05,04,2009,18, 2.1, 0.5, 0.5, 2.4, 0.7, 2.7
2009,05,04,2009,19, 2.7, 0.5, 0.6, 3.1, 0.9, 3.2
2009,05,04,2009,20, 2.8, 0.5, 0.8, 3.0, 1.0, 3.3
2009,05,04,2009,21, 3.2, 0.5, 0.6, 2.9, 0.6, 3.2
2009,05,04,2009,22, 4.5, 0.5, 0.8, 3.2, 0.7, 3.9
2009,05,04,2009,23, 4.1, 0.5, 1.1, 2.9, 0.6, 4.0
2009,05,05,2009,00, 4.5, 0.6, 1.3, 3.1, 0.7, 3.9
2009,05,05,2009,01, 4.7, 0.6, 1.6, 3.7, 1.1, 4.5
2009,05,05,2009,02, 5.4, 0.9, 2.0, 4.4, 1.5, 5.0
2009,05,05,2009,03, 5.2, 0.9, 1.7, 3.7, 1.2, 4.5
2009,05,05,2009,04, 3.2, 0.5, 0.5, 2.2, 0.5, 2.5
2009,05,05,2009,05, 2.8, 0.5, 0.7, 2.4, 0.5, 2.5
2009,05,05,2009,06, 4.0, 0.6, 1.3, 3.1, 0.8, 3.6
2009,05,05,2009,07, 4.3, 0.9, 1.8, 3.5, 1.1, 3.7
2009,05,05,2009,08, 5.0, 0.8, 2.1, 4.1, 1.6, 4.5
2009,05,05,2009,09, 6.2, 1.2, 2.5, 5.0, 2.2, 6.0
2009,05,05,2009,10, 6.1, 1.2, 2.3, 4.7, 2.2, 6.6
2009,05,05,2009,11, 6.0, 1.3, 2.7, 4.6, 2.1, 6.5
2009,05,05,2009,12, 6.1, 1.4, 2.5, 5.1, 2.2, 7.4
2009,05,05,2009,13, 7.4, 1.8, 2.7, 6.2, 3.2, 8.7
2009,05,05,2009,14, 6.5, 1.4, 2.5, 5.5, 2.6, 7.5
2009,05,05,2009,15, 6.5, 1.5, 2.3, 4.9, 2.8, 7.1
2009,05,05,2009,16, 7.9, 1.8, 3.0, 6.3, 3.3, 9.0
2009,05,05,2009,17, 7.7, 1.8, 3.2, 6.5, 3.4, 9.2
2009,05,05,2009,18, 7.4, 1.6, 2.7, 5.9, 3.1, 8.3
2009,05,05,2009,19, 6.1, 1.1, 2.0, 4.7, 2.5, 6.9
2009,05,05,2009,20, 4.8, 0.7, 1.0, 3.5, 1.1, 5.1
2009,05,05,2009,21, 4.8, 0.5, 1.1, 3.7, 0.6, 4.6
2009,05,05,2009,22, 3.6, 0.5, 0.8, 3.0, 0.6, 3.7
2009,05,05,2009,23, 3.5, 0.5, 0.5, 2.2, 0.5, 2.7
2009,05,06,2009,00, 1.6, 0.5, 0.5, 0.9, 0.5, 1.6
2009,05,06,2009,01, 1.1, 0.5, 0.5, 0.8, 0.5, 1.2
2009,05,06,2009,02, 0.8, 0.5, 0.5, 0.6, 0.5, 0.5
2009,05,06,2009,03, 1.1, 0.5, 0.5, 0.7, 0.5, 1.0
2009,05,06,2009,04, 0.9, 0.5, 0.5, 0.7, 0.5, 0.5
2009,05,06,2009,05, 1.4, 0.5, 0.5, 1.0, 0.5, 1.5
2009,05,06,2009,06, 2.5, 0.5, 0.5, 2.1, 0.5, 2.6
2009,05,06,2009,07, 3.5, 0.5, 0.8, 2.6, 0.5, 2.9
2009,05,06,2009,08, 3.4, 0.5, 0.7, 2.2, 0.6, 2.8
2009,05,06,2009,09, 3.6, 0.5, 1.2, 2.9, 0.7, 3.6
2009,05,06,2009,10, 4.7, 1.0, 1.6, 3.4, 1.7, 5.0
2009,05,06,2009,11, 3.8, 0.9, 1.8, 3.2, 1.3, 4.7
2009,05,06,2009,12, 5.1, 1.0, 2.2, 4.5, 1.6, 5.8
2009,05,06,2009,13, 5.0, 1.1, 1.7, 4.1, 1.8, 5.7
2009,05,06,2009,14, 6.0, 1.2, 2.5, 4.8, 2.3, 6.5
2009,05,06,2009,15, 5.2, 1.2, 2.2, 4.5, 2.0, 6.2
2009,05,06,2009,16, 4.4, 1.0, 1.8, 3.7, 1.7, 5.1
2009,05,06,2009,17, 6.3, 1.3, 2.6, 5.5, 2.3, 7.9
2009,05,06,2009,18, 7.0, 1.6, 2.7, 6.1, 2.4, 8.8
2009,05,06,2009,19, 4.8, 0.8, 1.8, 4.3, 1.5, 6.3
2009,05,06,2009,20, 4.2, 0.7, 1.5, 3.8, 1.4, 5.0
2009,05,06,2009,21, 4.5, 0.7, 1.2, 3.9, 1.3, 4.8
2009,05,06,2009,22, 3.6, 0.6, 1.0, 3.3, 1.3, 5.0
2009,05,06,2009,23, 4.6, 0.9, 2.3, 4.8, 2.0, 5.2
2009,05,07,2009,00, 4.7, 0.9, 1.9, 3.6, 1.3, 4.2
2009,05,07,2009,01, 3.3, 0.5, 0.8, 2.3, 0.5, 2.5
2009,05,07,2009,02, 2.2, 0.5, 0.5, 1.1, 0.5, 1.5
2009,05,07,2009,03, 1.7, 0.5, 0.5, 1.8, 0.6, 2.1
2009,05,07,2009,04, 1.9, 0.5, 0.5, 1.7, 0.5, 2.0
2009,05,07,2009,05, 1.5, 0.5, 0.5, 0.9, 0.5, 1.6
2009,05,07,2009,06, 1.5, 0.5, 0.5, 0.6, 0.5, 1.5
2009,05,07,2009,07, 2.1, 0.5, 0.5, 1.6, 0.6, 2.4
2009,05,07,2009,08, 3.1, 0.6, 1.1, 2.7, 1.2, 3.2
2009,05,07,2009,09, 4.3, 1.3, 1.8, 3.5, 2.1, 4.3
2009,05,07,2009,10, 5.0, 1.6, 2.5, 4.4, 2.6, 5.0
2009,05,07,2009,11, 4.9, 1.8, 3.0, 4.9, 2.6, 5.4
2009,05,07,2009,12, 5.3, 1.7, 2.9, 5.0, 2.9, 6.2
2009,05,07,2009,13, 5.5, 1.8, 2.9, 5.5, 3.0, 6.2
2009,05,07,2009,14, 5.0, 1.6, 2.9, 4.9, 2.5, 5.3
2009,05,07,2009,15, 4.9, 1.7, 2.8, 4.8, 2.5, 6.1
2009,05,07,2009,16, 4.9, 1.6, 2.6, 4.9, 2.5, 5.3
2009,05,07,2009,17, 5.1, 1.6, 2.8, 5.0, 2.6, 6.1
2009,05,07,2009,18, 5.2, 1.5, 2.7, 4.5, 2.4, 5.4
2009,05,07,2009,19, 4.7, 1.0, 2.1, 4.0, 2.0, 4.7
2009,05,07,2009,20, 3.8, 0.5, 1.1, 2.6, 0.8, 3.1
2009,05,07,2009,21, 4.0, 0.5, 0.5, 2.6, 0.5, 3.0
2009,05,07,2009,22, 2.1, 0.5, 0.7, 1.2, 0.6, 1.9
2009,05,07,2009,23, 1.6, 0.5, 0.5, 1.6, 0.6, 1.5
2009,05,08,2009,00, 1.1, 0.5, 0.5, 1.4, 0.5, 1.2
2009,05,08,2009,01, 1.9, 0.5, 0.5, 1.5, 0.6, 1.7
2009,05,08,2009,02, 0.8, 0.5, 0.5, 0.7, 0.5, 0.8
2009,05,08,2009,03, 0.7, 0.5, 0.5, 0.5, 0.5, 0.6
2009,05,08,2009,04, 0.7, 0.5, 0.5, 0.5, 0.5, 0.7
2009,05,08,2009,05, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7
2009,05,08,2009,06, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6
2009,05,08,2009,07, 1.1, 0.5, 0.5, 1.1, 0.5, 0.9
2009,05,08,2009,08, 1.5, 0.6, 1.0, 1.4, 0.9, 1.7
2009,05,08,2009,09, 1.3, 0.7, 1.0, 1.2, 1.3, 1.6
2009,05,08,2009,10, 1.8, 0.9, 1.2, 2.0, 1.1, 1.9
2009,05,08,2009,11, 2.3, 1.2, 1.5, 2.6, 1.7, 3.0
2009,05,08,2009,12, 2.8, 1.4, 1.9, 3.2, 1.8, 3.8
2009,05,08,2009,13, 3.5, 1.4, 1.9, 3.6, 2.0, 4.5
